"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence","Answer.ChosenWord","Answer.ClientLocation","Answer.CountTries","Answer.UserLocation","Approve","Reject"
"3O4VWC1GEWYY75R63SNJXDVOC7D3J5","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Tue Feb 21 13:50:21 PST 2017","9","BatchId:2696238;OriginalHitTemplateId:712361150;","3600","259200","Tue Feb 28 13:50:21 PST 2017","","","33F859I567595EXNKN46S3932XRHBA","ABO9F0JD9NN54","Submitted","Tue Feb 21 14:47:33 PST 2017","Tue Feb 21 14:48:21 PST 2017","Fri Feb 24 14:48:21 PST 2017","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","{""selectedTokens"":[{""id"":38,""start"":19,""end"":20,""word"":""shop""}],""userInformation"":{""backUpLocation"":{""ip"":""47.220.228.96"",""city"":""Conroe"",""region"":""Texas"",""country"":""US"",""postal"":""77301"",""latitude"":30.3079,""longitude"":-95.4315,""timezone"":""America/Chicago""},""city"":""Conroe"",""country"":""US""},""qualityInformation"":{""countTries"":1}}","{""backUpLocation"":{""ip"":""47.220.228.96"",""city"":""Conroe"",""region"":""Texas"",""country"":""US"",""postal"":""77301"",""latitude"":30.3079,""longitude"":-95.4315,""timezone"":""America/Chicago""},""city"":""Conroe"",""country"":""US""}","{""countTries"":1}","{}"
"3O4VWC1GEWYY75R63SNJXDVOC7D3J5","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Tue Feb 21 13:50:21 PST 2017","9","BatchId:2696238;OriginalHitTemplateId:712361150;","3600","259200","Tue Feb 28 13:50:21 PST 2017","","","33FBRBDW6PRZM8O0VJ6VQAMMHZWC8S","A3MSWCN6CN7WTC","Submitted","Tue Feb 21 14:04:01 PST 2017","Tue Feb 21 14:04:26 PST 2017","Fri Feb 24 14:04:26 PST 2017","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","{""selectedTokens"":[{""id"":44,""start"":22,""end"":23,""word"":""enjoyable""}],""userInformation"":{""backUpLocation"":{""ip"":""27.62.128.124"",""city"":""Madurai"",""region"":""Tamil Nadu"",""country"":""IN"",""postal"":""625214"",""latitude"":9.9333,""longitude"":78.1167,""timezone"":""Asia/Kolkata""},""city"":""Madurai"",""country"":""IN""},""qualityInformation"":{""countTries"":1}}","{""backUpLocation"":{""ip"":""27.62.128.124"",""city"":""Madurai"",""region"":""Tamil Nadu"",""country"":""IN"",""postal"":""625214"",""latitude"":9.9333,""longitude"":78.1167,""timezone"":""Asia/Kolkata""},""city"":""Madurai"",""country"":""IN""}","{""countTries"":1}","{}"
"3O4VWC1GEWYY75R63SNJXDVOC7D3J5","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Tue Feb 21 13:50:21 PST 2017","9","BatchId:2696238;OriginalHitTemplateId:712361150;","3600","259200","Tue Feb 28 13:50:21 PST 2017","","","39PAAFCODNSEJ1MOPYCV7Y6YGKVTVX","A1I9EVJP8W169U","Submitted","Tue Feb 21 17:56:23 PST 2017","Tue Feb 21 17:57:18 PST 2017","Fri Feb 24 17:57:18 PST 2017","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","{""selectedTokens"":[{""id"":0,""start"":0,""end"":1,""word"":""In""},{""id"":5,""word"":""   "",""start"":""3"",""end"":""3""},{""id"":8,""start"":4,""end"":5,""word"":""prefere""},{""id"":30,""start"":15,""end"":16,""word"":"",""},{""id"":38,""start"":19,""end"":20,""word"":""shop""},{""id"":50,""start"":25,""end"":26,""word"":""spent""}],""userInformation"":{""backUpLocation"":{""ip"":""2600:1009:b11d:a782:a09f:5df8:db8c:206f"",""city"":""Dayton"",""region"":""Ohio"",""country"":""US"",""postal"":""45419"",""latitude"":39.7126,""longitude"":-84.1662,""timezone"":""America/New_York""},""city"":""Dayton"",""country"":""US""},""qualityInformation"":{""countTries"":1}}","{""backUpLocation"":{""ip"":""2600:1009:b11d:a782:a09f:5df8:db8c:206f"",""city"":""Dayton"",""region"":""Ohio"",""country"":""US"",""postal"":""45419"",""latitude"":39.7126,""longitude"":-84.1662,""timezone"":""America/New_York""},""city"":""Dayton"",""country"":""US""}","{""countTries"":1}","{}"
"3O4VWC1GEWYY75R63SNJXDVOC7D3J5","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Tue Feb 21 13:50:21 PST 2017","9","BatchId:2696238;OriginalHitTemplateId:712361150;","3600","259200","Tue Feb 28 13:50:21 PST 2017","","","3IRIK4HM3BCCIU5C249X6WQVB47C67","A1VD6JSPKSCTJB","Submitted","Tue Feb 21 14:11:19 PST 2017","Tue Feb 21 14:14:45 PST 2017","Fri Feb 24 14:14:45 PST 2017","","","","206","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","{""selectedTokens"":[{""id"":8,""start"":4,""end"":5,""word"":""prefere""},{""id"":38,""start"":19,""end"":20,""word"":""shop""},{""id"":50,""start"":25,""end"":26,""word"":""spent""}],""userInformation"":{""backUpLocation"":{""ip"":""2602:0306:cfbc:d730:d1aa:63c0:fd02:bf1b"",""city"":""Warren"",""region"":""Michigan"",""country"":""US"",""postal"":""48089"",""latitude"":42.4736,""longitude"":-82.9968,""timezone"":""America/Detroit""},""city"":""Warren"",""country"":""US""},""qualityInformation"":{""countTries"":3}}","{""backUpLocation"":{""ip"":""2602:0306:cfbc:d730:d1aa:63c0:fd02:bf1b"",""city"":""Warren"",""region"":""Michigan"",""country"":""US"",""postal"":""48089"",""latitude"":42.4736,""longitude"":-82.9968,""timezone"":""America/Detroit""},""city"":""Warren"",""country"":""US""}","{""countTries"":3}","{}"
"3O4VWC1GEWYY75R63SNJXDVOC7D3J5","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Tue Feb 21 13:50:21 PST 2017","9","BatchId:2696238;OriginalHitTemplateId:712361150;","3600","259200","Tue Feb 28 13:50:21 PST 2017","","","3KOPY89HM9U0TPO0TUSLMXR6RY13JV","A3T71W88062DB7","Submitted","Tue Feb 21 16:54:25 PST 2017","Tue Feb 21 16:55:08 PST 2017","Fri Feb 24 16:55:08 PST 2017","","","","43","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","{""selectedTokens"":[{""id"":8,""start"":4,""end"":5,""word"":""prefere""},{""id"":16,""start"":8,""end"":9,""word"":""than""}],""userInformation"":{""backUpLocation"":{""ip"":""68.113.152.84"",""city"":""Granbury"",""region"":""Texas"",""country"":""US"",""postal"":""76048"",""latitude"":32.4272,""longitude"":-97.7982,""timezone"":""America/Chicago""},""city"":""Granbury"",""country"":""US""},""qualityInformation"":{""countTries"":1}}","{""backUpLocation"":{""ip"":""68.113.152.84"",""city"":""Granbury"",""region"":""Texas"",""country"":""US"",""postal"":""76048"",""latitude"":32.4272,""longitude"":-97.7982,""timezone"":""America/Chicago""},""city"":""Granbury"",""country"":""US""}","{""countTries"":1}","{}"
"3O4VWC1GEWYY75R63SNJXDVOC7D3J5","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Tue Feb 21 13:50:21 PST 2017","9","BatchId:2696238;OriginalHitTemplateId:712361150;","3600","259200","Tue Feb 28 13:50:21 PST 2017","","","3LKC68YZ3BVBLYHLJRVSZQJPOL7WOF","A3VQRO265I4X5S","Submitted","Tue Feb 21 17:08:44 PST 2017","Tue Feb 21 17:09:16 PST 2017","Fri Feb 24 17:09:16 PST 2017","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","{""selectedTokens"":[{""id"":8,""start"":4,""end"":5,""word"":""prefere""},{""id"":38,""start"":19,""end"":20,""word"":""shop""},{""id"":50,""start"":25,""end"":26,""word"":""spent""}],""userInformation"":{""backUpLocation"":{""ip"":""184.157.94.116"",""city"":""Linwood"",""region"":""Michigan"",""country"":""US"",""postal"":""48634"",""latitude"":43.7608,""longitude"":-84.0513,""timezone"":""America/Detroit""},""city"":""Linwood"",""country"":""US""},""qualityInformation"":{""countTries"":1}}","{""backUpLocation"":{""ip"":""184.157.94.116"",""city"":""Linwood"",""region"":""Michigan"",""country"":""US"",""postal"":""48634"",""latitude"":43.7608,""longitude"":-84.0513,""timezone"":""America/Detroit""},""city"":""Linwood"",""country"":""US""}","{""countTries"":1}","{}"
"3O4VWC1GEWYY75R63SNJXDVOC7D3J5","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Tue Feb 21 13:50:21 PST 2017","9","BatchId:2696238;OriginalHitTemplateId:712361150;","3600","259200","Tue Feb 28 13:50:21 PST 2017","","","3NGI5ARFTUX05XDJ13JMV0YL2CIP1C","AD4987FL09868","Submitted","Tue Feb 21 15:35:29 PST 2017","Tue Feb 21 15:36:06 PST 2017","Fri Feb 24 15:36:06 PST 2017","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","{""selectedTokens"":[{""id"":8,""start"":4,""end"":5,""word"":""prefere""},{""id"":37,""word"":""   "",""start"":""19"",""end"":""19""},{""id"":50,""start"":25,""end"":26,""word"":""spent""}],""userInformation"":{""backUpLocation"":{""ip"":""128.2.210.132"",""city"":""Pittsburgh"",""region"":""Pennsylvania"",""country"":""US"",""postal"":""15213"",""latitude"":40.4439,""longitude"":-79.9561,""timezone"":""America/New_York""},""city"":""Pittsburgh"",""country"":""US""},""qualityInformation"":{""countTries"":1}}","{""backUpLocation"":{""ip"":""128.2.210.132"",""city"":""Pittsburgh"",""region"":""Pennsylvania"",""country"":""US"",""postal"":""15213"",""latitude"":40.4439,""longitude"":-79.9561,""timezone"":""America/New_York""},""city"":""Pittsburgh"",""country"":""US""}","{""countTries"":1}","{}"
"3O4VWC1GEWYY75R63SNJXDVOC7D3J5","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Tue Feb 21 13:50:21 PST 2017","9","BatchId:2696238;OriginalHitTemplateId:712361150;","3600","259200","Tue Feb 28 13:50:21 PST 2017","","","3OLQQLKKNTH33N4XIE9H5OV3INAJEL","A3SKCD4S91W2HE","Submitted","Tue Feb 21 18:45:32 PST 2017","Tue Feb 21 18:46:07 PST 2017","Fri Feb 24 18:46:07 PST 2017","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","{""selectedTokens"":[{""id"":8,""start"":4,""end"":5,""word"":""prefere""}],""userInformation"":{""latitude"":43.035850700000005,""longitude"":-71.16266399999999,""backUpLocation"":{""ip"":""2601:0188:c501:b62a:d81b:2951:df1a:5c41"",""city"":""Raymond"",""region"":""New Hampshire"",""country"":""US"",""postal"":""03077"",""latitude"":43.0323,""longitude"":-71.1992,""timezone"":""America/New_York""},""city"":""Raymond"",""country"":""US""},""qualityInformation"":{""countTries"":1}}","{""latitude"":43.035850700000005,""longitude"":-71.16266399999999,""backUpLocation"":{""ip"":""2601:0188:c501:b62a:d81b:2951:df1a:5c41"",""city"":""Raymond"",""region"":""New Hampshire"",""country"":""US"",""postal"":""03077"",""latitude"":43.0323,""longitude"":-71.1992,""timezone"":""America/New_York""},""city"":""Raymond"",""country"":""US""}","{""countTries"":1}","{}"
"3O4VWC1GEWYY75R63SNJXDVOC7D3J5","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Tue Feb 21 13:50:21 PST 2017","9","BatchId:2696238;OriginalHitTemplateId:712361150;","3600","259200","Tue Feb 28 13:50:21 PST 2017","","","3X87C8JFV73LZTDSEZDVR6B4X9BQSK","A1KSE9KF1WP564","Submitted","Tue Feb 21 18:44:41 PST 2017","Tue Feb 21 18:45:00 PST 2017","Fri Feb 24 18:45:00 PST 2017","","","","19","100% (1/1)","100% (1/1)","0% (0/0)","In these days people prefere shopping at supermarkets than at shops or even shopping areas , because shopping at shop is less enjoyable and you spent the same amount of money .","{""selectedTokens"":[{""id"":8,""start"":4,""end"":5,""word"":""prefere""}],""userInformation"":{""latitude"":40.2037362,""longitude"":-76.8259652,""backUpLocation"":{""ip"":""50.32.217.40"",""city"":""Kintnersville"",""region"":""Pennsylvania"",""country"":""US"",""postal"":""18930"",""latitude"":40.5324,""longitude"":-75.2195,""timezone"":""America/New_York""},""city"":""Kintnersville"",""country"":""US""},""qualityInformation"":{""countTries"":1}}","{""latitude"":40.2037362,""longitude"":-76.8259652,""backUpLocation"":{""ip"":""50.32.217.40"",""city"":""Kintnersville"",""region"":""Pennsylvania"",""country"":""US"",""postal"":""18930"",""latitude"":40.5324,""longitude"":-75.2195,""timezone"":""America/New_York""},""city"":""Kintnersville"",""country"":""US""}","{""countTries"":1}","{}"
"3NBFJK3IOHAD2SUREKM8O31JF6ROGG","3VXAMLAOARV2CNKMZ1WO7W11Y3PZF7","Language Error Detection","Detect the errors in the following sentences","error detection, English,  syntax, words","$0.02","Tue Feb 21 13:50:22 PST 2017","9","BatchId:2696238;OriginalHitTemplateId:712361150;","3600","259200","Tue Feb 28 13:50:22 PST 2017","","","30JNVC0ORACW9KZC351WNS42OXMHQG","A16TPV9T2VG2CJ","Submitted","Tue Feb 21 14:00:08 PST 2017","Tue Feb 21 14:00:36 PST 2017","Fri Feb 24 14:00:36 PST 2017","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","Tina , guess WHO was he ?","{""selectedTokens"":[{""id"":6,""start"":3,""end"":4,""word"":""WHO""}],""userInformation"":{""backUpLocation"":{""ip"":""2601:0680:c301:abbd:5815:e90a:75f6:54d1"",""city"":""Roy"",""region"":""Utah"",""country"":""US"",""postal"":""84067"",""latitude"":41.1787,""longitude"":-112.0493,""timezone"":""America/Denver""},""city"":""Roy"",""country"":""US""},""qualityInformation"":{""countTries"":1}}","{""backUpLocation"":{""ip"":""2601:0680:c301:abbd:5815:e90a:75f6:54d1"",""city"":""Roy"",""region"":""Utah"",""country"":""US"",""postal"":""84067"",""latitude"":41.1787,""longitude"":-112.0493,""timezone"":""America/Denver""},""city"":""Roy"",""country"":""US""}","{""countTries"":1}","{}"
